season,week,is_final,premise_type,n_contestants,contestants,has_hull,n_vertices,volume,relative_volume,diameter,centroid_0,centroid_1,centroid_2,centroid_3,centroid_4,centroid_5,centroid_6,centroid_7,centroid_8,centroid_9,centroid_10,centroid_11,centroid_12,centroid_13,centroid_14,centroid_15,dim_0_min,dim_0_max,dim_0_delta,dim_1_min,dim_1_max,dim_1_delta,dim_2_min,dim_2_max,dim_2_delta,dim_3_min,dim_3_max,dim_3_delta,dim_4_min,dim_4_max,dim_4_delta,dim_5_min,dim_5_max,dim_5_delta,dim_6_min,dim_6_max,dim_6_delta,dim_7_min,dim_7_max,dim_7_delta,dim_8_min,dim_8_max,dim_8_delta,dim_9_min,dim_9_max,dim_9_delta,dim_10_min,dim_10_max,dim_10_delta,dim_11_min,dim_11_max,dim_11_delta,dim_12_min,dim_12_max,dim_12_delta,dim_13_min,dim_13_max,dim_13_delta,dim_14_min,dim_14_max,dim_14_delta,dim_15_min,dim_15_max,dim_15_delta
19,2,False,PP_ELIM,12,Antonio Sabato Jr.|Jonathan Bennett|Lea Thompson|Janel Parrish|Alfonso Ribeiro|Randy Couture|Tommy Chong|Betsey Johnson|Michael Waltrip|Tavis Smiley|Bethany Mota|Sadie Robertson,True,137,1.32e-14,5.284882224e-07,0.767715767593,0.087521876624,0.088840766871,0.084827472259,0.085639587741,0.08666235436,0.093228434236,0.093625435995,0.09303419029,0.104409510152,0.009143697719,0.085597852847,0.087468820906,,,,,2.7615e-08,0.682145011887,0.682144984272,1.178437e-06,0.648655208797,0.64865403036,2.52337e-07,0.70676705714,0.706766804803,1.78443e-06,0.618700408222,0.618698623792,1.5821e-06,0.677226931309,0.677225349209,0.000165667684,0.628681145486,0.628515477802,0.000172875377,0.687088249316,0.686915373939,0.000334247475,0.700694167808,0.700359920333,0.011121311591,0.708205592119,0.697084280528,2.354e-09,0.060532388213,0.060532385859,5.23342e-07,0.700913149861,0.700912626519,2.148707e-06,0.681725016697,0.68172286799,,,,,,,,,,,,
19,3,False,PP_ELIM,11,Antonio Sabato Jr.|Jonathan Bennett|Lea Thompson|Janel Parrish|Alfonso Ribeiro|Randy Couture|Tommy Chong|Betsey Johnson|Michael Waltrip|Bethany Mota|Sadie Robertson,True,131,1.0749e-12,3.9007181915e-06,0.676716681985,0.101972406288,0.097446132969,0.09884186241,0.094783592395,0.097562689509,0.013806964852,0.096744439331,0.102054430379,0.103715188638,0.095328171795,0.097744121433,,,,,,2.394375e-06,0.732802373133,0.732799978758,7.04157e-07,0.747063682222,0.747062978065,1.6165e-08,0.723572667092,0.723572650927,2.1966e-07,0.701913020309,0.701912800649,9.07606e-07,0.750899434331,0.750898526725,3.33786e-07,0.080871947539,0.080871613753,1.84182e-07,0.746245961614,0.746245777432,1.130265e-06,0.807943391669,0.807942261404,1.477281e-06,0.744901364939,0.744899887658,2.07734e-07,0.806064164912,0.806063957178,7.5036e-07,0.69288942542,0.69288867506,,,,,,,,,,,,,,,
19,4,False,PP_ELIM,10,Antonio Sabato Jr.|Jonathan Bennett|Lea Thompson|Janel Parrish|Alfonso Ribeiro|Tommy Chong|Betsey Johnson|Michael Waltrip|Bethany Mota|Sadie Robertson,True,112,3.17336e-11,1.15154928964e-05,0.811978945101,0.11273117597,0.128274851908,0.099593501976,0.100896919175,0.099278489098,0.1162393023,0.013964280061,0.125057506039,0.103695354903,0.100268618571,,,,,,,8.4904222e-05,0.813862729069,0.813777824847,0.015840208057,0.738006345997,0.72216613794,7.99814e-07,0.745155548761,0.745154748947,4.29555e-07,0.743025444513,0.743025014958,3.463e-08,0.724383435285,0.724383400655,0.003205489567,0.813745828038,0.810540338471,7.3752e-08,0.08124178721,0.081241713458,0.012711406856,0.694692758252,0.681981351396,9.93317e-07,0.67467986564,0.674678872323,1.580684e-06,0.830162415819,0.830160835135,,,,,,,,,,,,,,,,,,
19,6,False,PP_ELIM,9,Antonio Sabato Jr.|Jonathan Bennett|Lea Thompson|Janel Parrish|Alfonso Ribeiro|Tommy Chong|Michael Waltrip|Bethany Mota|Sadie Robertson,True,110,1.6664068e-09,6.71895218579e-05,0.780880140835,0.137143703519,0.01369580282,0.122810920836,0.119999894053,0.11118497625,0.136240052746,0.129490153567,0.11430377736,0.11513071885,,,,,,,,0.013847741808,0.747338694987,0.733490953179,2.64361e-07,0.083501824884,0.083501560523,0.00013350119,0.760440740995,0.760307239805,2.255508e-06,0.750915828034,0.750913572526,1.631173e-06,0.784244933209,0.784243302036,0.013867496668,0.729959304129,0.716091807461,0.006992882938,0.704688053568,0.69769517063,5.168495e-06,0.686524910911,0.686519742416,6.404345e-06,0.791565535012,0.791559130667,,,,,,,,,,,,,,,,,,,,,
19,7,False,PP_ELIM,8,Antonio Sabato Jr.|Lea Thompson|Janel Parrish|Alfonso Ribeiro|Tommy Chong|Michael Waltrip|Bethany Mota|Sadie Robertson,True,85,1.062400507e-07,0.0005354498554651,0.965536010534,0.01926120341,0.134253011668,0.136412820282,0.135483023524,0.145967643392,0.15432472379,0.131137672603,0.143159901331,,,,,,,,,2.27093e-07,0.114718493923,0.11471826683,1.116603e-06,0.870991557675,0.870990441072,8.7124e-08,0.816999268597,0.816999181473,1.0899e-07,0.826000002931,0.825999893941,1.904507e-06,0.861856621184,0.861854716677,0.006132807272,0.831590743925,0.825457936653,1.081061e-06,0.823886426392,0.823885345331,3.17953e-07,0.876449113973,0.87644879602,,,,,,,,,,,,,,,,,,,,,,,,
19,8,False,PP_ELIM,7,Lea Thompson|Janel Parrish|Alfonso Ribeiro|Tommy Chong|Michael Waltrip|Bethany Mota|Sadie Robertson,True,85,2.7156461458e-06,0.0019552652249745,0.955584649689,0.167036146089,0.154635719919,0.155101530277,0.174668026595,0.035853066308,0.155362071229,0.157343439583,,,,,,,,,,6.20255e-07,0.898243806546,0.898243186291,4.94881e-07,0.920719111618,0.920718616737,5.43734e-07,0.914387714952,0.914387171218,1.590114e-06,0.906622956497,0.906621366383,5.09658e-07,0.164248124037,0.164247614379,3.309814e-06,0.902582843333,0.902579533519,3.35224e-07,0.908258800123,0.908258464899,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,9,False,PP_ELIM,6,Lea Thompson|Janel Parrish|Alfonso Ribeiro|Tommy Chong|Bethany Mota|Sadie Robertson,True,62,0.0007368488704887,0.0884218644586421,1.006702326404,0.029116412994,0.183595832693,0.183152871888,0.226794014008,0.187716550022,0.189624318395,,,,,,,,,,,5.08626e-07,0.155219573539,0.155219064913,6.88275e-06,0.896557089567,0.896550206817,5.370879e-06,0.904185156705,0.904179785826,0.030625242455,0.958129642354,0.927504399899,3.148903e-06,0.903364033496,0.903360884593,3.8141e-08,0.879872847246,0.879872809105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,10,False,PP_ELIM,5,Janel Parrish|Alfonso Ribeiro|Tommy Chong|Bethany Mota|Sadie Robertson,True,58,0.0083429524425431,0.2002308586210342,1.139272762752,0.234024252881,0.238516871126,0.050038537366,0.237597132617,0.23982320601,,,,,,,,,,,,3.537123e-06,0.969439994722,0.969436457599,8.43553e-06,0.956181353109,0.956172917579,2.56625e-07,0.219633116841,0.219632860216,2.962858e-06,0.966499893136,0.966496930278,3.640777e-06,0.973093367764,0.973089726987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,True,PP_FINAL,4,Janel Parrish|Alfonso Ribeiro|Bethany Mota|Sadie Robertson,True,33,0.0061233294972727,0.0367399769836365,0.642993215151,0.143688821602,0.521705813542,0.064767026709,0.269838338147,,,,,,,,,,,,,1.0322029e-05,0.333178164525,0.333167842496,0.250730033694,0.99027209111,0.739542057416,3.617219e-06,0.251666468765,0.251662851546,0.001377150066,0.497754701844,0.496377551778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2,False,PP_ELIM,12,Suzanne Somers|Willow Shields|Riker Lynch|Rumer Willis|Nastia Liukin|Michael Sam|Robert Herjavec|Charlotte McKinney|Noah Galloway|Redfoo|Patti LaBelle|Chris Soules,True,142,6.1e-15,2.448827432e-07,0.650736823944,0.091963757997,0.080574992519,0.080568077869,0.080883160801,0.07790690497,0.091388341341,0.092895111594,0.097855884604,0.094772581805,0.006692158745,0.091837015653,0.112662012098,,,,,0.008722232011,0.552314376751,0.54359214474,6.19964e-07,0.562956464469,0.562955844505,6.47707e-06,0.600161824944,0.600155347874,8.053478e-06,0.572279701498,0.57227164802,3.73265e-07,0.52112489608,0.521124522815,0.008808186895,0.569993917239,0.561185730344,0.008886219311,0.56689488991,0.558008670599,0.014627095617,0.572273618865,0.557646523248,0.011683828706,0.617528916437,0.605845087731,1.22387e-07,0.050160114566,0.050159992179,0.008792163997,0.574635508618,0.565843344621,0.028961969654,0.619770857757,0.590808888103,,,,,,,,,,,,
20,3,False,PP_ELIM,11,Suzanne Somers|Willow Shields|Riker Lynch|Rumer Willis|Nastia Liukin|Michael Sam|Robert Herjavec|Charlotte McKinney|Noah Galloway|Patti LaBelle|Chris Soules,True,129,1.1834e-12,4.2942907062e-06,0.793672814021,0.101886280349,0.095021863562,0.094587653245,0.094756674047,0.094629898659,0.104163246125,0.096553136491,0.015409437494,0.095995148769,0.109506937598,0.09748972366,,,,,,2.70362e-06,0.738997158441,0.738994454821,2.35163e-07,0.77018136392,0.770181128757,3.64902e-07,0.748092522587,0.748092157685,2.25264e-07,0.737507677252,0.737507451988,6.60547e-07,0.747722603562,0.747721943015,1.230455e-06,0.737826186423,0.737824955968,1.4005e-08,0.696325794545,0.69632578054,2.3907e-08,0.084102249499,0.084102225592,8.0834e-08,0.720555767256,0.720555686422,0.000326237948,0.762404521869,0.762078283921,5.62002e-07,0.705079411964,0.705078849962,,,,,,,,,,,,,,,
20,4,False,PP_ELIM,10,Suzanne Somers|Willow Shields|Riker Lynch|Rumer Willis|Nastia Liukin|Michael Sam|Robert Herjavec|Noah Galloway|Patti LaBelle|Chris Soules,True,109,5.83967e-11,2.11910073448e-05,0.77273670053,0.12029214749,0.101717139797,0.105765471561,0.104498166994,0.103397751032,0.012857901765,0.105023946608,0.108732881342,0.114037068732,0.123677524679,,,,,,,0.006181503463,0.750261416569,0.744079913106,2.2903e-07,0.768798389448,0.768798160418,3.090229e-06,0.721171797093,0.721168706864,2.183714e-06,0.763728089371,0.763725905657,5.75238e-07,0.727752138839,0.727751563601,1.5981e-08,0.077623429902,0.077623413921,1.62049e-06,0.714704657675,0.714703037185,1.429468e-06,0.685651596519,0.685650167051,3.5947686e-05,0.717024074627,0.716988126941,0.009369459668,0.762445107428,0.75307564776,,,,,,,,,,,,,,,,,,
20,5,False,PP_ELIM,9,Suzanne Somers|Willow Shields|Riker Lynch|Rumer Willis|Nastia Liukin|Robert Herjavec|Noah Galloway|Patti LaBelle|Chris Soules,True,111,1.4658541e-09,5.91032365965e-05,0.765044702722,0.017115662033,0.114672730495,0.112382431176,0.111635463318,0.111610970084,0.141666876344,0.128201522623,0.131411149871,0.131303194054,,,,,,,,1.42796e-07,0.097965765592,0.097965622796,1.35983e-07,0.86540344872,0.865403312737,3.01135e-07,0.764269550121,0.764269248986,1.70563e-07,0.781512726081,0.781512555518,4.04697e-07,0.742950500343,0.742950095646,0.014363961725,0.825443738788,0.811079777063,0.000184183445,0.858887830825,0.85870364738,0.00367500318,0.755110417012,0.751435413832,0.003625316623,0.751490245515,0.747864928892,,,,,,,,,,,,,,,,,,,,,
20,6,False,PP_ELIM,8,Willow Shields|Riker Lynch|Rumer Willis|Nastia Liukin|Robert Herjavec|Noah Galloway|Patti LaBelle|Chris Soules,True,87,1.036900054e-07,0.0005225976273896,0.903663812946,0.137613456326,0.135216743473,0.140228914588,0.136898479711,0.146365674989,0.14491637387,0.016875903217,0.141884453827,,,,,,,,,1.89664e-07,0.831799057137,0.831798867473,1.466295e-06,0.878577065198,0.878575598903,8.6236e-08,0.841891598732,0.841891512496,1.923149e-06,0.82117770262,0.821175779471,0.00192271479,0.837370953679,0.835448238889,0.000233324232,0.837019159796,0.836785835564,1.29051e-07,0.11110851953,0.111108390479,7.061915e-06,0.79782571773,0.797818655815,,,,,,,,,,,,,,,,,,,,,,,,
20,7,False,PP_ELIM,7,Willow Shields|Riker Lynch|Rumer Willis|Nastia Liukin|Robert Herjavec|Noah Galloway|Chris Soules,True,73,1.6491171662e-06,0.0011873643596615,0.900266849048,0.019049185599,0.158566646675,0.158715345914,0.143953755801,0.181641343491,0.155274719472,0.182799003047,,,,,,,,,,9.6599e-08,0.112904340847,0.112904244248,0.008319940695,0.810919912281,0.802599971586,0.008162350906,0.804484679228,0.796322328322,1.0480085e-05,0.779521064741,0.779510584656,0.031991415814,0.854822476637,0.822831060823,0.004110984998,0.836223953144,0.832112968146,0.031587035172,0.79456561499,0.762978579818,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,8,False,PP_MULTI,6,Riker Lynch|Rumer Willis|Nastia Liukin|Robert Herjavec|Noah Galloway|Chris Soules,True,75,0.0004074692463103,0.0488963095572314,1.005785820957,0.215973783189,0.213748565225,0.221277802735,0.051034943358,0.248911189435,0.049053716058,,,,,,,,,,,9.835364e-06,0.911133619524,0.91112378416,1.5615242e-05,0.973311498018,0.973295882776,3.005437e-05,0.921581925756,0.921551871386,1.96543e-07,0.210549357698,0.210549161155,0.004610392665,0.966262301794,0.961651909129,7.47432e-07,0.200624238308,0.200623490876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,9,False,PP_ELIM,4,Riker Lynch|Rumer Willis|Nastia Liukin|Noah Galloway,True,25,0.0350545358336466,0.2103272150018795,1.259615511408,0.306389963068,0.312994720015,0.061081519449,0.319533797468,,,,,,,,,,,,,0.000811506782,0.967664424428,0.966852917646,0.006788476784,0.97163563528,0.964847158496,9.0192e-08,0.243734593593,0.243734503401,0.013002843163,0.987167021297,0.974164178134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,10,True,PP_FINAL,3,Riker Lynch|Rumer Willis|Noah Galloway,True,9,0.0898526832549325,0.179705366509865,0.682974405255,0.264006948653,0.616526456866,0.119466594481,,,,,,,,,,,,,,8.287947e-06,0.499284552989,0.499276265042,0.323058701175,0.999024257196,0.675965556021,6.07534e-07,0.355621134333,0.355620526799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2,False,PP_MULTI,13,Gary Busey|Alexa PenaVega|Carlos PenaVega|Victor Espinoza|Alek Skarlatos|Chaka Khan|Andy Grammer|Tamar Braxton|Nick Carter|Hayes Grier|Bindi Irwin|Kim Zolciak-Biermann|Paula Deen,True,127,3e-16,1.243702776e-07,0.728483600668,0.113139289717,0.091187465661,0.093114312726,0.014335627485,0.092793164939,0.020057083838,0.094231842461,0.088234527937,0.091997794408,0.091952556846,0.08918045814,0.014472909168,0.105302966674,,,,0.009419039628,0.682405721049,0.672986681421,1.427811e-06,0.66074055919,0.660739131379,7.970385e-06,0.585639889395,0.58563191901,2.205284e-06,0.074031847703,0.074029642419,1.861588e-05,0.620581711904,0.620563096024,1.85268e-07,0.082605362008,0.08260517674,3.3605139e-05,0.676038910184,0.676005305045,9.45206e-07,0.639949192482,0.639948247276,7.840843e-06,0.617126833382,0.617118992539,6.3148e-07,0.597239528805,0.597238897325,3.857388e-06,0.67360254874,0.673598691352,7.45666e-07,0.070529645847,0.070528900181,0.00347154543,0.760121961984,0.756650416554,,,,,,,,,
21,4,False,PP_ELIM,10,Gary Busey|Alexa PenaVega|Carlos PenaVega|Alek Skarlatos|Andy Grammer|Tamar Braxton|Nick Carter|Hayes Grier|Bindi Irwin|Paula Deen,True,109,6.85498e-11,2.48753522924e-05,0.79691882417,0.02188453675,0.111898310335,0.106967624583,0.107495700379,0.108782417526,0.105966708854,0.105942352982,0.105732453423,0.105576819026,0.119753076143,,,,,,,6.1261e-08,0.105449970795,0.105449909534,1.843428e-06,0.777803624128,0.7778017807,3.34435e-07,0.812092411467,0.812092077032,3.721e-09,0.799652531062,0.799652527341,9.56143e-07,0.797649844557,0.797648888414,1.93753e-07,0.769830644123,0.76983045037,2.901e-08,0.817790536966,0.817790507956,2.68941e-07,0.769167171171,0.76916690223,8.75021e-07,0.843694221392,0.843693346371,3.00167e-06,0.854780415159,0.854777413489,,,,,,,,,,,,,,,,,,
21,6,False,PP_ELIM,9,Alexa PenaVega|Carlos PenaVega|Alek Skarlatos|Andy Grammer|Tamar Braxton|Nick Carter|Hayes Grier|Bindi Irwin|Paula Deen,True,99,5.7065896e-09,0.0002300896920876,0.881425477765,0.12801219603,0.119435398258,0.128058770263,0.118668641918,0.11886018187,0.118718916078,0.124708071417,0.118565846652,0.024971977515,,,,,,,,2.64684e-07,0.834054311068,0.834054046384,1.79147e-07,0.855413146092,0.855412966945,1.43796e-07,0.843963727767,0.843963583971,2.32353e-07,0.848491101474,0.848490869121,3.30576e-07,0.822302902357,0.822302571781,2.89195e-07,0.869169450889,0.869169161694,3.2613e-08,0.841948392091,0.841948359478,5.11962e-07,0.865305578985,0.865305067023,9.8049e-08,0.11766861892,0.117668520871,,,,,,,,,,,,,,,,,,,,,
21,7,False,PP_ELIM,8,Alexa PenaVega|Carlos PenaVega|Alek Skarlatos|Andy Grammer|Tamar Braxton|Nick Carter|Hayes Grier|Bindi Irwin,True,96,6.72098791e-08,0.0003387377908843,0.835544306786,0.140877761102,0.138624251146,0.14548627442,0.138389567544,0.14331078484,0.142979058278,0.015450056319,0.134882246352,,,,,,,,,0.002413484386,0.858755188332,0.856341703946,0.000134823912,0.859053553928,0.858918730016,0.006957204212,0.895187678787,0.888230474575,1.0126003e-05,0.892370870457,0.892360744454,0.004529739444,0.83169718474,0.827167445296,0.004651516285,0.820754972637,0.816103456352,4.7e-11,0.100140055091,0.100140055044,7.762331e-06,0.834002094586,0.833994332255,,,,,,,,,,,,,,,,,,,,,,,,
21,8,False,PP_ELIM,7,Alexa PenaVega|Carlos PenaVega|Alek Skarlatos|Andy Grammer|Tamar Braxton|Nick Carter|Bindi Irwin,True,82,2.3534730186e-06,0.0016945005733629,0.93829460649,0.164768430269,0.159237873935,0.172396653622,0.026590594903,0.161487481044,0.153629320763,0.161889645464,,,,,,,,,,4.3856e-07,0.919607458656,0.919607020096,1.51766e-06,0.895503839437,0.895502321777,1.0194432e-05,0.923700420604,0.923690226172,3.9904e-08,0.146180340809,0.146180300905,6.25458e-07,0.881044373885,0.881043748427,5.99575e-07,0.924212983192,0.924212383617,2.997882e-06,0.896697732283,0.896694734401,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,9,False,PP_MULTI,6,Alexa PenaVega|Carlos PenaVega|Alek Skarlatos|Tamar Braxton|Nick Carter|Bindi Irwin,True,62,0.0002667640255632,0.0320116830675797,1.080250997769,0.03900129928,0.230158790202,0.239083771255,0.052404534862,0.227292314822,0.212059289579,,,,,,,,,,,2.79623e-07,0.177955929061,0.177955649438,0.01879104181,0.884533486419,0.865742444609,0.027640558529,0.884298135317,0.856657576788,5.21503e-07,0.198845157542,0.198844636039,0.015710979343,0.888321430082,0.872610450739,0.00016560979,0.866152962421,0.865987352631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,11,True,PP_FINAL,4,Carlos PenaVega|Alek Skarlatos|Nick Carter|Bindi Irwin,True,27,0.0056502026697496,0.0339012160184975,0.366109345103,0.061692689766,0.160687420639,0.266366040888,0.511253848707,,,,,,,,,,,,,9.5775e-08,0.242314847798,0.242314752023,0.017560365547,0.340599188823,0.323038823276,0.007047722804,0.488217543486,0.481169820682,0.248567625196,0.966773961219,0.718206336023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2,False,PP_ELIM,12,Mischa Barton|Kim Fields|Jodie Sweetin|Doug Flutie|Von Miller|Antonio Brown|Paige VanZant|Geraldo Rivera|Nyle DiMarco|Ginger Zee|Wanya Morris|Marla Maples,True,134,2.31e-14,9.233235945e-07,0.788804294952,0.097449120349,0.089717961156,0.088129271174,0.088598125402,0.088669728164,0.089630424951,0.087491522022,0.01750639988,0.088748526514,0.08804141983,0.087478117248,0.088539383309,,,,,3.69052e-07,0.753576385725,0.753576016673,1.88669e-07,0.722850640159,0.72285045149,1.92257e-07,0.75101533435,0.751015142093,1.68515e-07,0.737976447633,0.737976279118,2.65066e-07,0.802797497503,0.802797232437,9.2668e-08,0.689353459652,0.689353366984,1.17529e-07,0.842382644166,0.842382526637,1.14662e-07,0.081411808582,0.08141169392,5.06023e-07,0.73954929536,0.739548789337,1.07847e-07,0.74958464195,0.749584534103,1.09107e-07,0.765131072977,0.76513096387,9.0615e-08,0.702229128129,0.702229037514,,,,,,,,,,,,
22,3,False,PP_ELIM,11,Mischa Barton|Kim Fields|Jodie Sweetin|Doug Flutie|Von Miller|Antonio Brown|Paige VanZant|Nyle DiMarco|Ginger Zee|Wanya Morris|Marla Maples,True,135,8.277e-13,3.0037258808e-06,0.723235936177,0.013338386352,0.097749823886,0.096748410577,0.101566038894,0.101591503498,0.101654457169,0.096631484934,0.095541788593,0.099418386032,0.096067766752,0.099691953314,,,,,,9.4508e-08,0.075511021913,0.075510927405,1.24407e-07,0.714498751219,0.714498626812,8.5357e-07,0.805484883564,0.805484029994,1.04363e-07,0.75264653117,0.752646426807,1.947288e-06,0.766084570303,0.766082623015,4.93944e-07,0.811083172704,0.81108267876,2.02004e-07,0.801828233229,0.801828031225,1.42896e-07,0.752100047514,0.752099904618,3.14285e-07,0.81104643662,0.811046122335,8.7331e-08,0.848327070172,0.848326982841,4.8482e-07,0.840763920745,0.840763435925,,,,,,,,,,,,,,,
22,4,False,PP_ELIM,10,Kim Fields|Jodie Sweetin|Doug Flutie|Von Miller|Antonio Brown|Paige VanZant|Nyle DiMarco|Ginger Zee|Wanya Morris|Marla Maples,True,111,9.6903e-11,3.51641717182e-05,0.78972114397,0.107572197737,0.120118041971,0.12928130404,0.107519098645,0.104338554918,0.103346598455,0.10502955683,0.103946853248,0.104166292854,0.014681501303,,,,,,,1.17e-08,0.737603405465,0.737603393765,0.00316873254,0.763799626128,0.760630893588,0.012682980964,0.78889170663,0.776208725666,3.70551e-07,0.740926769582,0.740926399031,3.25837e-07,0.757020236069,0.757019910232,6.14142e-07,0.784653888025,0.784653273883,8.75586e-07,0.787034852778,0.787033977192,4.7525e-08,0.719298953922,0.719298906397,8.40051e-07,0.748158973733,0.748158133682,2.2019e-08,0.085337119607,0.085337097588,,,,,,,,,,,,,,,,,,
22,6,False,PP_ELIM,9,Kim Fields|Jodie Sweetin|Doug Flutie|Von Miller|Antonio Brown|Paige VanZant|Nyle DiMarco|Ginger Zee|Wanya Morris,True,103,3.1751161e-09,0.0001280206811553,0.891431501416,0.125578967622,0.12340074503,0.018623409566,0.1255449543,0.120284555879,0.119332281162,0.123154417238,0.125617225561,0.118463443643,,,,,,,,5.5044e-08,0.797711192512,0.797711137468,1.356378e-06,0.806629497166,0.806628140788,1.18081e-07,0.104854507896,0.104854389815,7.56782e-07,0.878405816091,0.878405059309,4.1379e-08,0.807730033883,0.807729992504,5.27695e-07,0.885119359245,0.88511883155,8.29189e-07,0.816787247986,0.816786418797,3.05369e-07,0.831118869928,0.831118564559,8.39473e-07,0.81653774412,0.816536904647,,,,,,,,,,,,,,,,,,,,,
22,7,False,PP_MULTI,8,Kim Fields|Jodie Sweetin|Von Miller|Antonio Brown|Paige VanZant|Nyle DiMarco|Ginger Zee|Wanya Morris,True,82,8.29007862e-08,0.0004178199623287,0.97031132144,0.025326457146,0.164577381664,0.025364465817,0.162531969139,0.155854751474,0.154183058634,0.156002141422,0.156159774705,,,,,,,,,5.54483e-07,0.123255303318,0.123254748835,0.003615009345,0.91608530176,0.912470292415,8.38516e-07,0.120893548214,0.120892709698,0.001205781285,0.924862677965,0.92365689668,3.8497317e-05,0.893680736189,0.893642238872,2.939241e-06,0.834938705557,0.834935766316,4.0075421e-05,0.871591719558,0.871551644137,2.2508717e-05,0.782086998752,0.782064490035,,,,,,,,,,,,,,,,,,,,,,,,
22,8,False,PP_ELIM,6,Jodie Sweetin|Antonio Brown|Paige VanZant|Nyle DiMarco|Ginger Zee|Wanya Morris,True,58,0.0005254309164971,0.0630517099796503,1.037884797362,0.026032900655,0.199485917495,0.193274481601,0.188041948938,0.182246596372,0.210918154939,,,,,,,,,,,2.04842e-07,0.138244040146,0.138243835304,0.018003415574,0.909271869003,0.891268453429,0.011916347487,0.883890716508,0.871974369021,0.006281797322,0.867269547111,0.860987749789,0.000215747542,0.861429370101,0.861213622559,0.029809703488,0.876900123865,0.847090420377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,9,False,PP_MULTI,5,Antonio Brown|Paige VanZant|Nyle DiMarco|Ginger Zee|Wanya Morris,True,50,0.0026146422686795,0.0627514144483071,0.993131685005,0.068516379027,0.283629829312,0.290909706371,0.295176993551,0.061767091739,,,,,,,,,,,,1.0876e-07,0.244584097785,0.244583989025,0.004786914129,0.943104506262,0.938317592133,0.01205736909,0.94260569159,0.9305483225,0.014326176405,0.948938168921,0.934611992516,8.22691e-07,0.235434289967,0.235433467276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,10,True,PP_FINAL,3,Paige VanZant|Nyle DiMarco|Ginger Zee,True,14,0.0824843024940538,0.1649686049881076,0.696223545831,0.268995427585,0.617201705341,0.113802867074,,,,,,,,,,,,,,1.4961135e-05,0.495776786511,0.495761825376,0.333545418174,0.999517810456,0.665972392282,9.70068e-07,0.340813168435,0.340812198367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2,False,PP_ELIM,13,Jake T. Austin|Maureen McCormick|Marilu Henner|Ryan Lochte|Calvin Johnson Jr.|Laurie Hernandez|Amber Rose|Rick Perry|James Hinchcliffe|Babyface|Vanilla Ice|Jana Kramer|Terra Jole,True,135,3e-16,1.293996717e-07,0.712127957047,0.008957312638,0.082837514575,0.081561053402,0.0873532248,0.080346737166,0.078462199029,0.087169792156,0.093078551904,0.079846183465,0.079014215383,0.082920003196,0.079635356954,0.078817855332,,,,7.44e-08,0.058230467051,0.058230392651,6.6943e-07,0.704516255991,0.704515586561,6.58888e-07,0.63713767135,0.637137012462,0.000102270319,0.62084644353,0.620744173211,7.8961e-08,0.633885043513,0.633884964552,1.59039e-07,0.712256472233,0.712256313194,2.9630411e-05,0.660900688753,0.660871058342,0.005738955786,0.654284677876,0.64854572209,3.40542e-07,0.635793729026,0.635793388484,2.71634e-07,0.656597224827,0.656596953193,1.977357e-06,0.694313366512,0.694311389155,5.10343e-07,0.643905707263,0.64390519692,4.1921e-08,0.649212562089,0.649212520168,,,,,,,,,
23,3,False,PP_ELIM,12,Maureen McCormick|Marilu Henner|Ryan Lochte|Calvin Johnson Jr.|Laurie Hernandez|Amber Rose|Rick Perry|James Hinchcliffe|Babyface|Vanilla Ice|Jana Kramer|Terra Jole,True,135,1.64e-14,6.52900475e-07,0.671961857879,0.088192987167,0.088124745515,0.092077699293,0.086425024796,0.086743376468,0.092337490439,0.011137135706,0.087430285822,0.092245373081,0.097492804639,0.090509567471,0.087283509603,,,,,1.53462e-07,0.790436168535,0.790436015073,3.28774e-07,0.723067229242,0.723066900468,3.07716e-07,0.721859267659,0.721858959943,5.49243e-07,0.717120891465,0.717120342222,3.301e-08,0.795923150736,0.795923117726,2.26427e-06,0.702791594628,0.702789330358,3.1626e-08,0.070826731055,0.070826699429,6.02609e-07,0.750127845147,0.750127242538,2.73254e-07,0.701349076371,0.701348803117,7.0968234e-05,0.730899008933,0.730828040699,6.65793e-07,0.70899739928,0.708996733487,3.01747e-07,0.745243639431,0.745243337684,,,,,,,,,,,,
