season,week,is_final,name,viewers_millions,votes_per_viewer,proportion,proportion_min,proportion_max,proportion_range,proportion_volume,proportion_relative_volume,proportion_relative_volume_root,proportion_volume_reduction,absolute,absolute_min,absolute_max,absolute_range
10,3,False,Kate Gosselin,21.21,0.51,0.152359,0.03124,0.395446,0.364206,2.4902e-12,9.036491829e-07,0.213032,0.040993,1661452,340668,4312297,3971629
10,3,False,Jake Pavelka,21.21,0.51,0.102512,0.018739,0.375643,0.356904,2.4902e-12,9.036491829e-07,0.213032,0.040993,1117887,204350,4096343,3891993
10,4,False,Aiden Turner,20.56,0.51,0.021248,0.01361,0.072845,0.059235,3.382025e-10,1.36363248985e-05,0.246511,0.168507,224606,143872,770022,626150
10,4,False,Niecy Nash,20.56,0.51,0.135538,0.014843,0.452124,0.43728,3.382025e-10,1.36363248985e-05,0.246511,0.168507,1432736,156906,4779263,4622357
10,4,False,Chad Ochocinco,20.56,0.51,0.130558,0.024909,0.477831,0.452923,3.382025e-10,1.36363248985e-05,0.246511,0.168507,1380089,263300,5051007,4787707
10,4,False,Evan Lysacek,20.56,0.51,0.104794,0.006317,0.357137,0.35082,3.382025e-10,1.36363248985e-05,0.246511,0.168507,1107743,66776,3775190,3708414
10,4,False,Pamela Anderson,20.56,0.51,0.141027,0.011542,0.493412,0.481869,3.382025e-10,1.36363248985e-05,0.246511,0.168507,1490750,122012,5215704,5093693
10,4,False,Nicole Scherzinger,20.56,0.51,0.111556,0.003256,0.341016,0.337761,3.382025e-10,1.36363248985e-05,0.246511,0.168507,1179224,34416,3604780,3570364
10,4,False,Erin Andrews,20.56,0.51,0.109343,0.002834,0.426748,0.423913,3.382025e-10,1.36363248985e-05,0.246511,0.168507,1155830,29962,4511022,4481059
10,4,False,Kate Gosselin,20.56,0.51,0.115488,0.03124,0.143572,0.112332,3.382025e-10,1.36363248985e-05,0.246511,0.168507,1220789,330228,1517655,1187427
10,4,False,Jake Pavelka,20.56,0.51,0.130448,0.018739,0.450842,0.432103,3.382025e-10,1.36363248985e-05,0.246511,0.168507,1378927,198087,4765713,4567626
10,5,False,Niecy Nash,21.07,0.51,0.16283,0.017855,0.524969,0.507114,5.33264994e-08,0.000268765556782,0.308966,0.380411,1763918,193421,5686937,5493517
10,5,False,Chad Ochocinco,21.07,0.51,0.174759,0.026506,0.550676,0.52417,5.33264994e-08,0.000268765556782,0.308966,0.380411,1893143,287137,5965422,5678286
10,5,False,Evan Lysacek,21.07,0.51,0.13501,0.006317,0.429982,0.423665,5.33264994e-08,0.000268765556782,0.308966,0.380411,1462555,68432,4657958,4589526
10,5,False,Pamela Anderson,21.07,0.51,0.157131,0.011542,0.566257,0.554714,5.33264994e-08,0.000268765556782,0.308966,0.380411,1702182,125038,6134205,6009167
10,5,False,Nicole Scherzinger,21.07,0.51,0.0972,0.004673,0.413861,0.409189,5.33264994e-08,0.000268765556782,0.308966,0.380411,1052958,50618,4483321,4432703
10,5,False,Erin Andrews,21.07,0.51,0.139536,0.006732,0.473683,0.466951,5.33264994e-08,0.000268765556782,0.308966,0.380411,1511578,72925,5131360,5058436
10,5,False,Kate Gosselin,21.07,0.51,0.038516,0.03124,0.100188,0.068948,5.33264994e-08,0.000268765556782,0.308966,0.380411,417244,338419,1085322,746903
10,5,False,Jake Pavelka,21.07,0.51,0.095018,0.018739,0.151369,0.13263,5.33264994e-08,0.000268765556782,0.308966,0.380411,1029326,203001,1639769,1436768
10,6,False,Niecy Nash,20.4,0.51,0.180396,0.018534,0.625156,0.606622,1.6613245096e-06,0.0011961536468838,0.32581,0.322664,1892069,194396,6556910,6362514
10,6,False,Chad Ochocinco,20.4,0.51,0.175138,0.026506,0.62146,0.594954,1.6613245096e-06,0.0011961536468838,0.32581,0.322664,1836926,278006,6518137,6240130
10,6,False,Evan Lysacek,20.4,0.51,0.188756,0.017313,0.53017,0.512857,1.6613245096e-06,0.0011961536468838,0.32581,0.322664,1979757,181581,5560651,5379070
10,6,False,Pamela Anderson,20.4,0.51,0.116953,0.011542,0.155241,0.143699,1.6613245096e-06,0.0011961536468838,0.32581,0.322664,1226658,121062,1628240,1507178
10,6,False,Nicole Scherzinger,20.4,0.51,0.163533,0.004673,0.514049,0.509376,1.6613245096e-06,0.0011961536468838,0.32581,0.322664,1715208,49009,5391567,5342559
10,6,False,Erin Andrews,20.4,0.51,0.150444,0.006732,0.476333,0.469601,1.6613245096e-06,0.0011961536468838,0.32581,0.322664,1577922,70606,4995983,4925377
10,6,False,Jake Pavelka,20.4,0.51,0.024779,0.018739,0.04861,0.02987,1.6613245096e-06,0.0011961536468838,0.32581,0.322664,259892,196546,509840,313294
10,7,False,Niecy Nash,19.64,0.51,0.188245,0.021457,0.221495,0.200038,0.000348336708406,0.0418004050087202,0.529951,0.437918,1900838,216664,2236585,2019921
10,7,False,Chad Ochocinco,19.64,0.51,0.22193,0.026506,0.670069,0.643563,0.000348336708406,0.0418004050087202,0.529951,0.437918,2240977,267649,6766149,6498500
10,7,False,Evan Lysacek,19.64,0.51,0.176263,0.017313,0.57878,0.561467,0.000348336708406,0.0418004050087202,0.529951,0.437918,1779846,174817,5844335,5669518
10,7,False,Pamela Anderson,19.64,0.51,0.032367,0.011542,0.102599,0.091057,0.000348336708406,0.0418004050087202,0.529951,0.437918,326829,116552,1036014,919462
10,7,False,Nicole Scherzinger,19.64,0.51,0.196786,0.006784,0.562659,0.555874,0.000348336708406,0.0418004050087202,0.529951,0.437918,1987082,68506,5681551,5613045
10,7,False,Erin Andrews,19.64,0.51,0.18441,0.016971,0.524942,0.507971,0.000348336708406,0.0418004050087202,0.529951,0.437918,1862114,171367,5300703,5129337
10,8,False,Niecy Nash,19.16,0.51,0.067427,0.021457,0.174449,0.152992,0.0032697138309071,0.0784731319417707,0.529274,0.416005,664221,211368,1718477,1507109
10,8,False,Chad Ochocinco,19.16,0.51,0.221152,0.027595,0.268446,0.240852,0.0032697138309071,0.0784731319417707,0.529274,0.416005,2178545,271832,2644437,2372605
10,8,False,Evan Lysacek,19.16,0.51,0.246162,0.017313,0.681379,0.664066,0.0032697138309071,0.0784731319417707,0.529274,0.416005,2424913,170544,6712193,6541649
10,8,False,Nicole Scherzinger,19.16,0.51,0.236433,0.006784,0.665258,0.658473,0.0032697138309071,0.0784731319417707,0.529274,0.416005,2329074,66832,6553388,6486556
10,8,False,Erin Andrews,19.16,0.51,0.228826,0.016971,0.627541,0.610571,0.0032697138309071,0.0784731319417707,0.529274,0.416005,2254147,167178,6181848,6014670
10,9,False,Chad Ochocinco,19.04,0.51,0.078767,0.027595,0.218337,0.190743,0.0121513437412805,0.0729080624476829,0.417758,0.287878,771063,270129,2137347,1867218
10,9,False,Evan Lysacek,19.04,0.51,0.198006,0.027234,0.511148,0.483914,0.0121513437412805,0.0729080624476829,0.417758,0.287878,1938319,266604,5003734,4737130
10,9,False,Nicole Scherzinger,19.04,0.51,0.501318,0.16114,0.824256,0.663116,0.0121513437412805,0.0729080624476829,0.417758,0.287878,4907502,1577432,8068813,6491380
10,9,False,Erin Andrews,19.04,0.51,0.22191,0.016971,0.339903,0.322932,0.0121513437412805,0.0729080624476829,0.417758,0.287878,2172319,166131,3327381,3161250
10,10,True,Evan Lysacek,19.36,0.51,0.292183,0.040107,0.498916,0.458809,0.0756047181304068,0.1512094362608136,0.388857,0.910004,2908305,399212,4966072,4566860
10,10,True,Nicole Scherzinger,19.36,0.51,0.551056,0.328595,0.942922,0.614327,0.0756047181304068,0.1512094362608136,0.388857,0.910004,5485065,3270750,9385592,6114842
10,10,True,Erin Andrews,19.36,0.51,0.156761,0.016971,0.330594,0.313623,0.0756047181304068,0.1512094362608136,0.388857,0.910004,1560357,168923,3290639,3121716
11,1,False,David Hasselhoff,21.0,0.51,0.012626,0.000127,0.0382,0.038074,1.14e-14,4.566810552e-07,0.265217,0.7125,136320,1368,412447,411079
11,1,False,Florence Henderson,21.0,0.51,0.090412,0.000613,0.466817,0.466203,1.14e-14,4.566810552e-07,0.265217,0.7125,976171,6621,5040180,5033559
11,1,False,Kyle Massey,21.0,0.51,0.086207,0.000594,0.415738,0.415144,1.14e-14,4.566810552e-07,0.265217,0.7125,930769,6418,4488689,4482271
11,1,False,Jennifer Grey,21.0,0.51,0.078247,0.001528,0.488468,0.486941,1.14e-14,4.566810552e-07,0.265217,0.7125,844830,16495,5273952,5257458
11,1,False,Rick Fox,21.0,0.51,0.091015,0.002039,0.365635,0.363596,1.14e-14,4.566810552e-07,0.265217,0.7125,982678,22013,3947729,3925717
11,1,False,Kurt Warner,21.0,0.51,0.088457,0.000125,0.296604,0.296478,1.14e-14,4.566810552e-07,0.265217,0.7125,955067,1352,3202404,3201051
11,1,False,Margaret Cho,21.0,0.51,0.11148,0.005169,0.525029,0.51986,1.14e-14,4.566810552e-07,0.265217,0.7125,1203639,55809,5668696,5612887
11,1,False,Michael Bolton,21.0,0.51,0.064829,0.002029,0.098839,0.096809,1.14e-14,4.566810552e-07,0.265217,0.7125,699949,21912,1067156,1045244
11,1,False,Brandy,21.0,0.51,0.076097,0.000561,0.361751,0.361189,1.14e-14,4.566810552e-07,0.265217,0.7125,821612,6062,3905792,3899731
11,1,False,The Situation,21.0,0.51,0.102896,0.004825,0.517569,0.512744,1.14e-14,4.566810552e-07,0.265217,0.7125,1110954,52093,5588147,5536055
11,1,False,Audrina Patridge,21.0,0.51,0.107591,0.000322,0.414651,0.414329,1.14e-14,4.566810552e-07,0.265217,0.7125,1161654,3481,4476952,4473471
11,1,False,Bristol Palin,21.0,0.51,0.090143,0.00321,0.503588,0.500378,1.14e-14,4.566810552e-07,0.265217,0.7125,973271,34662,5437199,5402538
11,2,False,Florence Henderson,21.34,0.51,0.090832,0.000788,0.474818,0.474031,5.835e-13,2.1175094338e-06,0.270759,0.673865,996635,8641,5209820,5201179
11,2,False,Kyle Massey,21.34,0.51,0.075168,0.000594,0.328336,0.327741,5.835e-13,2.1175094338e-06,0.270759,0.673865,824760,6522,3602578,3596055
11,2,False,Jennifer Grey,21.34,0.51,0.112407,0.004565,0.467169,0.462604,5.835e-13,2.1175094338e-06,0.270759,0.673865,1233355,50083,5125889,5075806
11,2,False,Rick Fox,21.34,0.51,0.087834,0.002039,0.403835,0.401797,5.835e-13,2.1175094338e-06,0.270759,0.673865,963732,22370,4430977,4408607
11,2,False,Kurt Warner,21.34,0.51,0.120952,0.00019,0.334804,0.334614,5.835e-13,2.1175094338e-06,0.270759,0.673865,1327114,2081,3673549,3671468
11,2,False,Margaret Cho,21.34,0.51,0.048045,0.005169,0.093112,0.087943,5.835e-13,2.1175094338e-06,0.270759,0.673865,527166,56715,1021647,964932
11,2,False,Michael Bolton,21.34,0.51,0.019791,0.002029,0.068567,0.066538,5.835e-13,2.1175094338e-06,0.270759,0.673865,217155,22268,752336,730068
11,2,False,Brandy,21.34,0.51,0.11768,0.001042,0.399951,0.398909,5.835e-13,2.1175094338e-06,0.270759,0.673865,1291212,11430,4388359,4376929
11,2,False,The Situation,21.34,0.51,0.099542,0.004825,0.434361,0.429536,5.835e-13,2.1175094338e-06,0.270759,0.673865,1092198,52939,4765913,4712975
11,2,False,Audrina Patridge,21.34,0.51,0.123298,0.000322,0.424302,0.423979,5.835e-13,2.1175094338e-06,0.270759,0.673865,1352854,3537,4655538,4652001
11,2,False,Bristol Palin,21.34,0.51,0.104451,0.00321,0.475567,0.472356,5.835e-13,2.1175094338e-06,0.270759,0.673865,1146056,35225,5218029,5182805
11,3,False,Florence Henderson,19.89,0.51,0.140393,0.011067,0.543386,0.532319,3.1457e-11,1.14151189458e-05,0.282378,0.59914,1435620,113166,5556503,5443337
11,3,False,Kyle Massey,19.89,0.51,0.124788,0.002654,0.396903,0.394249,3.1457e-11,1.14151189458e-05,0.282378,0.59914,1276046,27136,4058614,4031478
11,3,False,Jennifer Grey,19.89,0.51,0.123449,0.004565,0.470886,0.466322,3.1457e-11,1.14151189458e-05,0.282378,0.59914,1262355,46676,4815145,4768469
11,3,False,Rick Fox,19.89,0.51,0.109588,0.002553,0.472403,0.469849,3.1457e-11,1.14151189458e-05,0.282378,0.59914,1120610,26111,4830651,4804540
11,3,False,Kurt Warner,19.89,0.51,0.103405,0.001841,0.331561,0.329719,3.1457e-11,1.14151189458e-05,0.282378,0.59914,1057394,18830,3390443,3371613
11,3,False,Margaret Cho,19.89,0.51,0.014442,0.005169,0.049582,0.044413,3.1457e-11,1.14151189458e-05,0.282378,0.59914,147678,52856,507013,454157
11,3,False,Brandy,19.89,0.51,0.121597,0.002558,0.408785,0.406227,3.1457e-11,1.14151189458e-05,0.282378,0.59914,1243412,26158,4180118,4153960
11,3,False,The Situation,19.89,0.51,0.077209,0.004825,0.11689,0.112065,3.1457e-11,1.14151189458e-05,0.282378,0.59914,789519,49337,1195281,1145944
11,3,False,Audrina Patridge,19.89,0.51,0.096367,0.003206,0.392129,0.388923,3.1457e-11,1.14151189458e-05,0.282378,0.59914,985418,32784,4009798,3977014
11,3,False,Bristol Palin,19.89,0.51,0.088762,0.011547,0.406257,0.394709,3.1457e-11,1.14151189458e-05,0.282378,0.59914,907654,118078,4154261,4036183
11,4,False,Florence Henderson,19.53,0.51,0.078628,0.011067,0.110585,0.099518,1.4934487e-09,6.0215853027e-05,0.2968,0.442936,789356,111100,1110170,999069
11,4,False,Kyle Massey,19.53,0.51,0.11503,0.002654,0.446485,0.443832,1.4934487e-09,6.0215853027e-05,0.2968,0.442936,1154799,26640,4482299,4455658
11,4,False,Jennifer Grey,19.53,0.51,0.116963,0.004565,0.520468,0.515904,1.4934487e-09,6.0215853027e-05,0.2968,0.442936,1174204,45824,5225022,5179198
11,4,False,Rick Fox,19.53,0.51,0.118332,0.006444,0.521985,0.515541,1.4934487e-09,6.0215853027e-05,0.2968,0.442936,1187941,64692,5240245,5175553
11,4,False,Kurt Warner,19.53,0.51,0.157211,0.013855,0.381143,0.367288,1.4934487e-09,6.0215853027e-05,0.2968,0.442936,1578254,139087,3826322,3687235
11,4,False,Brandy,19.53,0.51,0.147786,0.002558,0.458367,0.455809,1.4934487e-09,6.0215853027e-05,0.2968,0.442936,1483637,25681,4601585,4575905
11,4,False,The Situation,19.53,0.51,0.019913,0.004825,0.063076,0.058252,1.4934487e-09,6.0215853027e-05,0.2968,0.442936,199905,48436,633228,584792
11,4,False,Audrina Patridge,19.53,0.51,0.111362,0.003206,0.441711,0.438505,1.4934487e-09,6.0215853027e-05,0.2968,0.442936,1117974,32186,4434374,4402188
11,4,False,Bristol Palin,19.53,0.51,0.134774,0.011547,0.420089,0.408542,1.4934487e-09,6.0215853027e-05,0.2968,0.442936,1353004,115923,4217306,4101383
11,5,False,Florence Henderson,19.33,0.51,0.020806,0.011067,0.062433,0.051366,3.26552404e-08,0.0001645824116488,0.28806,0.378916,206771,109985,620478,510493
11,5,False,Kyle Massey,19.33,0.51,0.196132,0.027996,0.509562,0.481566,3.26552404e-08,0.0001645824116488,0.28806,0.378916,1949222,278233,5064178,4785945
11,5,False,Jennifer Grey,19.33,0.51,0.14551,0.004565,0.573903,0.569338,3.26552404e-08,0.0001645824116488,0.28806,0.378916,1446124,45364,5703618,5658254
11,5,False,Rick Fox,19.33,0.51,0.118021,0.006708,0.578835,0.572127,3.26552404e-08,0.0001645824116488,0.28806,0.378916,1172930,66667,5752640,5685973
11,5,False,Kurt Warner,19.33,0.51,0.160333,0.021279,0.444219,0.42294,3.26552404e-08,0.0001645824116488,0.28806,0.378916,1593435,211475,4414786,4203311
11,5,False,Brandy,19.33,0.51,0.105924,0.002558,0.47439,0.471832,3.26552404e-08,0.0001645824116488,0.28806,0.378916,1052701,25423,4714636,4689213
11,5,False,Audrina Patridge,19.33,0.51,0.083219,0.004753,0.110791,0.106037,3.26552404e-08,0.0001645824116488,0.28806,0.378916,827057,47240,1101071,1053831
11,5,False,Bristol Palin,19.33,0.51,0.170055,0.050454,0.483165,0.432711,3.26552404e-08,0.0001645824116488,0.28806,0.378916,1690063,501430,4801845,4300415
11,6,False,Kyle Massey,20.41,0.51,0.157866,0.029358,0.548947,0.519589,5.654061451e-07,0.0004070924244428,0.272238,0.716293,1656742,308101,5760984,5452883
11,6,False,Jennifer Grey,20.41,0.51,0.209957,0.029895,0.599374,0.569479,5.654061451e-07,0.0004070924244428,0.272238,0.716293,2203414,313739,6290191,5976453
11,6,False,Rick Fox,20.41,0.51,0.121787,0.021997,0.152963,0.130966,5.654061451e-07,0.0004070924244428,0.272238,0.716293,1278107,230848,1605285,1374438
11,6,False,Kurt Warner,20.41,0.51,0.176328,0.06013,0.461559,0.401429,5.654061451e-07,0.0004070924244428,0.272238,0.716293,1850492,631042,4843878,4212836
11,6,False,Brandy,20.41,0.51,0.119506,0.002955,0.473027,0.470072,5.654061451e-07,0.0004070924244428,0.272238,0.716293,1254164,31012,4964235,4933223
11,6,False,Audrina Patridge,20.41,0.51,0.018741,0.004753,0.072054,0.067301,5.654061451e-07,0.0004070924244428,0.272238,0.716293,196681,49884,756181,706297
11,6,False,Bristol Palin,20.41,0.51,0.195815,0.050454,0.545598,0.495144,5.654061451e-07,0.0004070924244428,0.272238,0.716293,2055002,529498,5725838,5196341
11,7,False,Kyle Massey,19.93,0.51,0.198481,0.029783,0.621002,0.591219,0.0001595403604669,0.0191448432560339,0.453326,0.23199,2034205,305241,6364549,6059308
11,7,False,Jennifer Grey,19.93,0.51,0.174186,0.029895,0.654364,0.624468,0.0001595403604669,0.0191448432560339,0.453326,0.23199,1785205,306392,6706471,6400079
11,7,False,Rick Fox,19.93,0.51,0.037299,0.021997,0.087272,0.065276,0.0001595403604669,0.0191448432560339,0.453326,0.23199,382276,225442,894442,669000
11,7,False,Kurt Warner,19.93,0.51,0.18265,0.06013,0.211594,0.151464,0.0001595403604669,0.0191448432560339,0.453326,0.23199,1871954,616264,2168594,1552330
11,7,False,Brandy,19.93,0.51,0.161928,0.017953,0.545082,0.527129,0.0001595403604669,0.0191448432560339,0.453326,0.23199,1659575,183993,5586458,5402465
11,7,False,Bristol Palin,19.93,0.51,0.245455,0.050454,0.617653,0.567198,0.0001595403604669,0.0191448432560339,0.453326,0.23199,2515627,517098,6330226,5813128
11,8,False,Kyle Massey,19.95,0.51,0.227804,0.034613,0.604472,0.569859,0.0013824809686768,0.0331795432482422,0.426793,0.192404,2336841,355065,6200735,5845670
11,8,False,Jennifer Grey,19.95,0.51,0.236433,0.029895,0.7053,0.675405,0.0013824809686768,0.0331795432482422,0.426793,0.192404,2425352,306668,7235037,6928369
11,8,False,Kurt Warner,19.95,0.51,0.074503,0.06013,0.15316,0.09303,0.0013824809686768,0.0331795432482422,0.426793,0.192404,764260,616821,1571132,954311
11,8,False,Brandy,19.95,0.51,0.160561,0.027614,0.248136,0.220523,0.0013824809686768,0.0331795432482422,0.426793,0.192404,1647049,283264,2545406,2262142
11,8,False,Bristol Palin,19.95,0.51,0.300699,0.071558,0.704925,0.633368,0.0013824809686768,0.0331795432482422,0.426793,0.192404,3084596,734046,7231192,6497146
11,9,False,Kyle Massey,20.68,0.51,0.225847,0.049021,0.515534,0.466513,0.0111335711041781,0.0668014266250689,0.405753,0.326245,2401175,521184,5481095,4959912
11,9,False,Jennifer Grey,20.68,0.51,0.4573,0.147876,0.782566,0.63469,0.0111335711041781,0.0668014266250689,0.405753,0.326245,4861956,1572197,8320147,6747950
11,9,False,Brandy,20.68,0.51,0.074847,0.027614,0.212891,0.185277,0.0111335711041781,0.0668014266250689,0.405753,0.326245,795765,293585,2263432,1969847
11,9,False,Bristol Palin,20.68,0.51,0.242006,0.071558,0.357104,0.285547,0.0111335711041781,0.0668014266250689,0.405753,0.326245,2572981,760792,3796688,3035896
11,10,True,Kyle Massey,23.7,0.51,0.322589,0.053,0.478791,0.425792,0.0596865243544209,0.1193730487088419,0.345504,0.652539,3931106,645860,5834609,5188749
11,10,True,Jennifer Grey,23.7,0.51,0.443937,0.334417,0.875443,0.541026,0.0596865243544209,0.1193730487088419,0.345504,0.652539,5409870,4075246,10668248,6593001
11,10,True,Bristol Palin,23.7,0.51,0.233474,0.071558,0.334901,0.263343,0.0596865243544209,0.1193730487088419,0.345504,0.652539,2845142,872010,4081144,3209133
12,2,False,Ralph Macchio,22.62,0.51,0.084856,0.001153,0.617761,0.616608,4.359e-13,1.5817769916e-06,0.262975,0.406851,987024,13408,7185671,7172263
12,2,False,Chelsea Kane,22.62,0.51,0.106879,0.003447,0.430458,0.427011,4.359e-13,1.5817769916e-06,0.262975,0.406851,1243193,40090,5006995,4966906
12,2,False,Kirstie Alley,22.62,0.51,0.097712,0.00193,0.578558,0.576628,4.359e-13,1.5817769916e-06,0.262975,0.406851,1136571,22447,6729672,6707225
12,2,False,Hines Ward,22.62,0.51,0.102594,0.002343,0.420638,0.418295,4.359e-13,1.5817769916e-06,0.262975,0.406851,1193354,27255,4892782,4865527
12,2,False,Sugar Ray Leonard,22.62,0.51,0.122762,0.002001,0.438058,0.436056,4.359e-13,1.5817769916e-06,0.262975,0.406851,1427942,23277,5095397,5072120
12,2,False,Chris Jericho,22.62,0.51,0.095842,0.002251,0.476093,0.473842,4.359e-13,1.5817769916e-06,0.262975,0.406851,1114817,26179,5537814,5511635
12,2,False,Petra Nemcova,22.62,0.51,0.096932,0.000827,0.397595,0.396768,4.359e-13,1.5817769916e-06,0.262975,0.406851,1127498,9624,4624747,4615123
12,2,False,Mike Catherwood,22.62,0.51,0.010595,9.6e-05,0.050587,0.050491,4.359e-13,1.5817769916e-06,0.262975,0.406851,123241,1117,588418,587302
12,2,False,Romeo,22.62,0.51,0.098395,0.001749,0.37091,0.369161,4.359e-13,1.5817769916e-06,0.262975,0.406851,1144509,20340,4314349,4294010
12,2,False,Wendy Williams,22.62,0.51,0.075385,0.009214,0.107916,0.098703,4.359e-13,1.5817769916e-06,0.262975,0.406851,876865,107170,1255258,1148088
12,2,False,Kendra Wilkinson,22.62,0.51,0.108047,0.004868,0.490126,0.485259,4.359e-13,1.5817769916e-06,0.262975,0.406851,1256781,56618,5701051,5644433
12,3,False,Ralph Macchio,22.26,0.51,0.113344,0.001153,0.414339,0.413187,1.82981e-11,6.6400132149e-06,0.26588,0.387593,1297457,13195,4742953,4729758
12,3,False,Chelsea Kane,22.26,0.51,0.12822,0.005831,0.481045,0.475214,1.82981e-11,6.6400132149e-06,0.26588,0.387593,1467737,66745,5506529,5439785
12,3,False,Kirstie Alley,22.26,0.51,0.089265,0.003401,0.392705,0.389304,1.82981e-11,6.6400132149e-06,0.26588,0.387593,1021816,38928,4495300,4456372
12,3,False,Hines Ward,22.26,0.51,0.110964,0.002343,0.471226,0.468882,1.82981e-11,6.6400132149e-06,0.26588,0.387593,1270204,26822,5394130,5367309
12,3,False,Sugar Ray Leonard,22.26,0.51,0.063567,0.002001,0.093337,0.091336,1.82981e-11,6.6400132149e-06,0.26588,0.387593,727655,22907,1068432,1045525
12,3,False,Chris Jericho,22.26,0.51,0.114663,0.005283,0.429278,0.423995,1.82981e-11,6.6400132149e-06,0.26588,0.387593,1312554,60474,4913957,4853484
12,3,False,Petra Nemcova,22.26,0.51,0.120631,0.001526,0.448182,0.446657,1.82981e-11,6.6400132149e-06,0.26588,0.387593,1380871,17464,5130353,5112889
12,3,False,Romeo,22.26,0.51,0.125177,0.008925,0.420847,0.411922,1.82981e-11,6.6400132149e-06,0.26588,0.387593,1432901,102164,4817443,4715279
12,3,False,Wendy Williams,22.26,0.51,0.020752,0.009214,0.064495,0.055281,1.82981e-11,6.6400132149e-06,0.26588,0.387593,237544,105468,738274,632806
12,3,False,Kendra Wilkinson,22.26,0.51,0.113417,0.004868,0.432729,0.427862,1.82981e-11,6.6400132149e-06,0.26588,0.387593,1298285,55719,4953464,4897745
12,4,False,Ralph Macchio,21.91,0.51,0.114823,0.004366,0.441713,0.437347,1.1650006e-09,4.69728256918e-05,0.287727,0.455195,1293166,49167,4974683,4925515
12,4,False,Chelsea Kane,21.91,0.51,0.120256,0.005831,0.439671,0.43384,1.1650006e-09,4.69728256918e-05,0.287727,0.455195,1354352,65667,4951686,4886019
12,4,False,Kirstie Alley,21.91,0.51,0.148353,0.003401,0.4572,0.453799,1.1650006e-09,4.69728256918e-05,0.287727,0.455195,1670792,38300,5149096,5110796
12,4,False,Hines Ward,21.91,0.51,0.113372,0.002343,0.53572,0.533377,1.1650006e-09,4.69728256918e-05,0.287727,0.455195,1276829,26389,6033417,6007028
12,4,False,Sugar Ray Leonard,21.91,0.51,0.01189,0.002001,0.05954,0.057539,1.1650006e-09,4.69728256918e-05,0.287727,0.455195,133903,22537,670560,648023
12,4,False,Chris Jericho,21.91,0.51,0.145066,0.008321,0.465726,0.457405,1.1650006e-09,4.69728256918e-05,0.287727,0.455195,1633767,93711,5245121,5151410
12,4,False,Petra Nemcova,21.91,0.51,0.078211,0.001898,0.116529,0.11463,1.1650006e-09,4.69728256918e-05,0.287727,0.455195,880827,21380,1312376,1290996
12,4,False,Romeo,21.91,0.51,0.12352,0.008925,0.485342,0.476417,1.1650006e-09,4.69728256918e-05,0.287727,0.455195,1391118,100514,5466038,5365524
12,4,False,Kendra Wilkinson,21.91,0.51,0.144509,0.027055,0.47709,0.450035,1.1650006e-09,4.69728256918e-05,0.287727,0.455195,1627495,304695,5373103,5068408
12,5,False,Ralph Macchio,21.55,0.51,0.147178,0.013552,0.478852,0.4653,2.98187668e-08,0.0001502865847736,0.284345,0.550276,1630356,150127,5304477,5154350
12,5,False,Chelsea Kane,21.55,0.51,0.132774,0.005831,0.499212,0.493381,2.98187668e-08,0.0001502865847736,0.284345,0.550276,1470800,64590,5530004,5465415
12,5,False,Kirstie Alley,21.55,0.51,0.163279,0.003696,0.510838,0.507142,2.98187668e-08,0.0001502865847736,0.284345,0.550276,1808720,40944,5658799,5617854
12,5,False,Hines Ward,21.55,0.51,0.142638,0.003351,0.552649,0.549298,2.98187668e-08,0.0001502865847736,0.284345,0.550276,1580069,37119,6121959,6084840
12,5,False,Chris Jericho,21.55,0.51,0.095562,0.008321,0.147969,0.139648,2.98187668e-08,0.0001502865847736,0.284345,0.550276,1058585,92174,1639121,1546947
12,5,False,Petra Nemcova,21.55,0.51,0.017197,0.001898,0.088963,0.087065,2.98187668e-08,0.0001502865847736,0.284345,0.550276,190500,21030,985486,964457
12,5,False,Romeo,21.55,0.51,0.128781,0.008925,0.52292,0.513995,2.98187668e-08,0.0001502865847736,0.284345,0.550276,1426570,98865,5792638,5693773
12,5,False,Kendra Wilkinson,21.55,0.51,0.172591,0.027055,0.53663,0.509576,2.98187668e-08,0.0001502865847736,0.284345,0.550276,1911878,299696,5944508,5644812
12,6,False,Ralph Macchio,21.19,0.51,0.228278,0.013552,0.567816,0.554263,2.7189637971e-06,0.0019576539339162,0.35369,1.174146,2486561,147622,6185046,6037423
12,6,False,Chelsea Kane,21.19,0.51,0.153223,0.005831,0.588175,0.582344,2.7189637971e-06,0.0019576539339162,0.35369,1.174146,1669008,63512,6406811,6343299
12,6,False,Kirstie Alley,21.19,0.51,0.166903,0.008049,0.599801,0.591752,2.7189637971e-06,0.0019576539339162,0.35369,1.174146,1818022,87675,6533457,6445782
12,6,False,Hines Ward,21.19,0.51,0.171739,0.006045,0.58606,0.580016,2.7189637971e-06,0.0019576539339162,0.35369,1.174146,1870701,65844,6383781,6317937
12,6,False,Chris Jericho,21.19,0.51,0.023456,0.008321,0.094192,0.085871,2.7189637971e-06,0.0019576539339162,0.35369,1.174146,255504,90637,1026002,935365
12,6,False,Romeo,21.19,0.51,0.142489,0.008925,0.519213,0.510289,2.7189637971e-06,0.0019576539339162,0.35369,1.174146,1552093,97216,5655638,5558422
